datetime,ism_density,ism_magnetic_field,cosmic_ray_intensity,ism_temperature,spacecraft_distance_au,heliopause_proximity,ena_flux,mission,klein_deformation,klein_state,beta_plasma_dynamic,compression_indicator,rarefaction_indicator,klein_twist_factor,klein_phase,klein_frequency_alignment,klein_boundary_enhancement
2012-08-29,0.13115464643607422,2.346005621044338,99.45781737345675,6683.069329236817,93.84896189824322,0.8276405405356829,58.78573300394109,SYNTHETIC_VOYAGER,0.3438410437321742,ism_transition,2.477125648799026e-05,0.0,1.0,0.999998018299481,5.026548356708162,0.3090170999084492,0.2845767872928501
2012-08-30,0.1439843219980173,2.5194829702255443,101.32003057042185,6873.970701120609,93.86493269450148,0.8284529325126072,61.25398902942554,SYNTHETIC_VOYAGER,0.22080013861384684,ism_transition,2.5122559950493973e-05,0.0,0.0,1.0,3.7699112640754393,-0.8090169474886746,0.18292252233383158
2012-08-31,0.1741969779691563,2.84648123792415,109.40275263559579,7485.412473761504,93.88090349075975,0.8292640067378957,65.76726007344259,SYNTHETIC_VOYAGER,0.06365249231381472,ism_transition,2.621609011321882e-05,0.0,0.0,1.0,2.513274171442717,-0.8090170229241948,0.0527847208150071
2012-09-01,0.18548104540615495,2.919423067204364,108.43216863173843,7432.144801821359,93.89687428701802,0.8300737577818642,74.31458309912469,SYNTHETIC_VOYAGER,0.17423738840264075,ism_transition,2.6122644136728895e-05,0.0,0.0,1.0,1.2566370788099945,0.309016977851218,0.1446298837374782
2012-09-02,0.1445487922986284,2.7034704639360267,103.24276811874432,7065.616940957176,93.9128450832763,0.8308821802196504,67.0388460822481,SYNTHETIC_VOYAGER,0.19216730080889993,ism_transition,2.547036081424926e-05,0.0,0.0,1.0,1.0538656169956084e-07,0.9999999999999944,0.15966838586302418
2012-09-03,0.1366014804581113,2.484039490510461,99.78040152842497,6641.445320671118,93.92881587953457,0.8316892686312731,63.57069728318052,SYNTHETIC_VOYAGER,0.26261537191423284,ism_transition,2.469399487195764e-05,0.0,0.0,1.0,5.0265483199334255,0.3090170649335978,0.2184143865986781
2012-09-04,0.14195711579136872,2.713650317610016,97.644211580926,6626.780390577551,93.94478667579284,0.8324950176016923,65.99357255066595,SYNTHETIC_VOYAGER,0.20523575310085962,ism_transition,2.4666716484544045e-05,0.0,0.0,1.0,3.769911227300703,-0.809016969104324,0.1708577418901967
2012-09-05,0.14813070399683148,2.780246955062762,108.19735347466768,7906.325913712924,93.96075747205111,0.8332994217208691,73.7465107255167,SYNTHETIC_VOYAGER,0.13902626600610152,ism_transition,2.694309046516307e-05,0.0,0.0,1.0,2.5132741346679808,-0.8090170013085481,0.11585050706689612
2012-09-06,0.15600015784285529,3.0222489954596536,107.00424781411783,7431.793402294656,93.97672826830937,0.8341024755838257,71.79045234558522,SYNTHETIC_VOYAGER,0.05317923047952103,ism_transition,2.6122026576553666e-05,0.0,0.0,1.0,1.2566370420352584,0.3090170128260704,0.04435692779261133
2012-09-07,0.15662628657872865,2.7576586531106178,104.49968130048929,6962.516157401224,93.99269906456765,0.8349041737907071,67.50182135149036,SYNTHETIC_VOYAGER,0.039969820279886506,ism_transition,2.5283847424783142e-05,0.0,0.0,1.0,6.861182555439882e-08,0.9999999999999977,0.03337096977734169
2012-09-08,0.1513980884852061,2.4291372088576604,98.12117559451627,6444.312560792155,94.00866986082592,0.8357045109468386,66.0060002950104,SYNTHETIC_VOYAGER,0.08668173703539142,ism_transition,2.432474807382736e-05,0.0,0.0,1.0,5.026548283158689,0.30901702995874597,0.07244031865718426
2012-09-09,0.1651511377950024,2.705309250425252,102.55140722569229,6442.624232674438,94.02464065708419,0.836503481662787,66.90742697648646,SYNTHETIC_VOYAGER,0.04387255916995383,ism_transition,2.4321561477434933e-05,0.0,0.0,1.0,3.769911190525967,-0.8090169907199722,0.03669954849512301
2012-09-10,0.1725286676679048,2.788391791440942,109.46629110215096,7579.857298120586,94.04061145334246,0.837301080554421,71.36592289516982,SYNTHETIC_VOYAGER,0.11297214730839263,ism_transition,2.638095831284538e-05,0.0,0.0,1.0,2.513274217102534,-0.8090170497623593,0.09459170101387036
2012-09-11,0.1832732299767452,3.110933509009736,109.98212697992633,7603.896324853999,94.05658224960072,0.8380973022429701,72.46034834069468,SYNTHETIC_VOYAGER,0.2123020346145885,ism_transition,2.6422757948619695e-05,0.0,0.0,1.0,1.2566371244698118,0.3090169344261507,0.17792976247118025
2012-09-12,0.16099454977083208,2.95045944073546,102.61593731797758,7030.678784929145,94.072553045859,0.8388921413550874,69.33395231092683,SYNTHETIC_VOYAGER,0.005147915575878618,ism_transition,2.5407309685257828e-05,0.0,0.0,1.0,1.5104637896001805e-07,0.9999999999999886,0.004318545920964021
2012-09-13,0.14543130299942028,2.6695530538552887,99.93003113241716,6216.290869999955,94.08852384211727,0.8396855925229056,62.85662050524665,SYNTHETIC_VOYAGER,0.1356451133126806,ism_transition,2.3890526271911595e-05,0.0,0.0,1.0,5.026548365593243,0.3090171083586632,0.11389924734479488
2012-09-14,0.14019843415690927,2.7687701598257384,99.8319289727909,6569.131140277418,94.10449463837554,0.8404776503840999,62.02488749158073,SYNTHETIC_VOYAGER,0.17713227253371328,ism_transition,2.4559188858566582e-05,0.0,0.0,1.0,3.7699112729605204,-0.8090169422661543,0.14887571622633136
2012-09-15,0.15914905553919428,3.190391788030363,109.34416986620376,7450.316714472323,94.12046543463381,0.8412683095819468,68.83801356375427,SYNTHETIC_VOYAGER,0.0013970029491229851,ism_transition,2.6154560132031538e-05,0.0,0.0,1.0,2.513274180327798,-0.8090170281467141,0.0011752543094896881
2012-09-16,0.1639215029710031,2.9999466394969754,110.41354250854475,7626.2284455473655,94.13643623089209,0.8420575647653844,77.36038411818868,SYNTHETIC_VOYAGER,0.048999817236939205,ism_transition,2.646153041316288e-05,0.0,0.0,1.0,1.2566370876950756,0.30901696940100365,0.04126066677648593
2012-09-17,0.15828614369355343,2.8839651227126657,103.32671291114903,6928.820369467704,94.15240702715036,0.8428454105890723,66.71247750286108,SYNTHETIC_VOYAGER,0.00516897208961739,ism_transition,2.522259137676995e-05,0.0,0.0,1.0,1.1427164281485602e-07,0.9999999999999934,0.004356644403197024
2012-09-18,0.13874208498225155,2.554871958451138,101.58954541741177,6457.536380287142,94.16837782340862,0.8436318417134507,60.81477456269098,SYNTHETIC_VOYAGER,0.18465615814520286,ism_transition,2.4349692645340965e-05,0.0,0.0,1.0,5.026548328818507,0.3090170733838119,0.1557818147797677
2012-09-19,0.15641987435066285,2.6918692570070193,102.94960392442404,7113.164074310488,94.18434861966689,0.8444168528048036,63.712352156655285,SYNTHETIC_VOYAGER,0.024353375889996715,ism_transition,2.5555916830871712e-05,0.0,0.0,1.0,3.7699112361857843,-0.809016963881804,0.02056440102420341
2012-09-20,0.16341198834960893,3.137473630551941,106.25269585796042,7171.818304240374,94.20031941592516,0.8452004385353137,72.23079650992854,SYNTHETIC_VOYAGER,0.04246943894248424,ism_transition,2.566106590505055e-05,0.0,0.0,1.0,2.513274143553062,-0.8090170065310677,0.03589518841853641
2012-09-21,0.1686583800987901,3.2124987929011337,112.19739393322989,7398.991984228584,94.21629021218344,0.8459825935831257,68.76998655262776,SYNTHETIC_VOYAGER,0.09050444954600896,ism_transition,2.6064315939962692e-05,0.0,0.0,1.0,1.2566370509203395,0.30901700437585616,0.0765651889577458
2012-09-22,0.17055271577935513,3.009904855934824,104.70662359632259,6707.362554912221,94.23226100844171,0.8467633126324052,66.31304271961788,SYNTHETIC_VOYAGER,0.10891698848431744,ism_transition,2.481623790433343e-05,0.0,0.0,1.0,7.7496906669694e-08,0.999999999999997,0.09222690997092617
2012-09-23,0.12683034028975437,2.577237237753974,100.97746883646593,6515.558170450278,94.24823180469998,0.8475425903733987,62.49182117671205,SYNTHETIC_VOYAGER,0.2916556385653292,ism_transition,2.4458840567729094e-05,0.0,0.0,1.0,5.0265482920437705,0.30901703840896017,0.24719057540666686
2012-09-24,0.14785656440317824,2.826711365623432,104.12382539492357,6263.690910882309,94.26420260095824,0.8483204215024924,69.62488682623986,SYNTHETIC_VOYAGER,0.09169386461323634,ism_transition,2.3981437511353453e-05,0.0,0.0,1.0,3.769911199411048,-0.8090169854974525,0.07778577787789312
2012-09-25,0.16373324272718032,3.168067367273395,109.47729599851465,7381.80819715857,94.28017339721652,0.849096800722275,68.36370668088607,SYNTHETIC_VOYAGER,0.05963907086679914,ism_transition,2.6034031814407105e-05,0.0,0.0,1.0,2.5132741067783257,-0.8090169849154202,0.05063934427104819
2012-09-26,0.18777503250692706,3.1465353142872052,109.30453850466512,7758.845410495374,94.29614419347479,0.8498717227415934,70.86021559060664,SYNTHETIC_VOYAGER,0.27875710640976803,ism_transition,2.669061632420732e-05,0.0,0.0,1.0,1.256637133354893,0.3090169259759362,0.23690778225093123
2012-09-27,0.15641611709546904,2.9244320783155056,104.93758230732735,7002.619656800959,94.31211498973306,0.850645182275615,67.41263537989047,SYNTHETIC_VOYAGER,0.0021299364989143792,ism_transition,2.535655927426333e-05,0.0,0.0,1.0,4.0722170524531975e-08,0.9999999999999992,0.0018118202213545074
2012-09-28,0.12201781915783116,2.5554874871750957,103.0462603979479,6714.169419595939,94.32808578599133,0.8514171740458867,64.38925692281254,SYNTHETIC_VOYAGER,0.31665161748719184,ism_transition,2.4828826901652078e-05,0.0,0.0,1.0,5.026548374478324,0.3090171168088771,0.26960262531800394
2012-09-29,0.1432657425942689,2.8717946274272843,103.69689776127244,6435.191676742419,94.3440565822496,0.8521876927803947,64.47289863719986,SYNTHETIC_VOYAGER,0.1204142200465495,ism_transition,2.4307528101711032e-05,0.0,0.0,1.0,3.7699112818456015,-0.809016937043634,0.10261551635941978
2012-09-30,0.16847917609146087,3.415856248376312,107.55784344195098,7266.340659311423,94.36002737850787,0.8529567332136236,69.19257842491673,SYNTHETIC_VOYAGER,0.1139431117897018,ism_transition,2.582961483745641e-05,0.0,0.0,1.0,2.513274189212879,-0.8090170333692333,0.09718854440433877
2012-10-01,0.1638841964947126,3.216674325993295,108.46026259366889,7237.558645396342,94.37599817476614,0.8537242900866185,71.55471502949842,SYNTHETIC_VOYAGER,0.07819466533047044,ism_transition,2.57784084592335e-05,0.0,0.0,1.0,1.2566372157894463,0.30901684757601416,0.0667566851478166
2012-10-02,0.13985346983716698,2.9581420688186606,103.55903721330527,7234.906315602628,94.39196897102441,0.8544903581470407,66.97006182847903,SYNTHETIC_VOYAGER,0.14204984801447432,ism_transition,2.5773684552361396e-05,0.0,0.0,1.0,3.947434379369952e-09,1.0,0.12138022550462085
2012-10-03,0.12241834108740653,2.8974258198334533,98.84072217899,6484.328363528686,94.40793976728268,0.8552549321492297,61.92640057877969,SYNTHETIC_VOYAGER,0.2985310565806667,ism_transition,2.4400153165413692e-05,0.0,0.0,1.0,5.026548337703588,0.30901708183402593,0.25532015854033596
2012-10-04,0.14291678904775848,2.8484027413968263,100.12209845520596,6665.012512841384,94.42391056354096,0.8560180068542622,64.8561070436529,SYNTHETIC_VOYAGER,0.10972379744705661,ism_transition,2.473776943679424e-05,0.0,0.0,1.0,3.769911364280155,-0.80901688858981,0.09392554639511018
2012-10-05,0.16808881762842265,3.2954026279555233,105.81460218348388,7602.201808930279,94.43988135979923,0.8567795770300121,69.29843707570099,SYNTHETIC_VOYAGER,0.11635604692546556,ism_transition,2.6419813650269294e-05,0.0,0.0,1.0,2.513274152438143,-0.8090170117535871,0.09969148466968461
2012-10-06,0.18107724652645688,3.3029915361377484,108.73540572815364,7460.857365933582,94.45585215605749,0.8575396374512085,70.88394861172124,SYNTHETIC_VOYAGER,0.2284655784891288,ism_transition,2.617305522910609e-05,0.0,0.0,1.0,1.2566371790147102,0.3090168825508681,0.19591828934764813
2012-10-07,0.1755680929641773,2.8316252601232352,102.0532263965812,7430.162948235097,94.47182295231576,0.8582981828994984,65.66155500728345,SYNTHETIC_VOYAGER,0.17181777842150267,ism_transition,2.6119160976138457e-05,0.0,0.0,1.0,6.2831852743522845,0.9999999999999994,0.1474708870090044
2012-10-08,0.11469651528238935,2.848414188961164,97.58691963003159,6395.461253992561,94.48779374857403,0.8590552081635017,55.69581623979513,SYNTHETIC_VOYAGER,0.37844896327717714,ism_transition,2.423237543718441e-05,0.0,0.0,1.0,5.026548300928852,0.3090170468591743,0.3251085529273368
2012-10-09,0.1393393849178016,2.852681524414357,104.40524306838587,6933.152281180461,94.50376454483231,0.8598107080388733,65.09322099439594,SYNTHETIC_VOYAGER,0.14317617288447768,ism_transition,2.5230474750909657e-05,0.0,0.0,1.0,3.769911327505419,-0.8090169102054624,0.12310440658209888
2012-10-10,0.15909048865720612,3.1462145532148766,108.56682228715208,7707.476954860061,94.51973534109058,0.8605646773283622,69.30313273598269,SYNTHETIC_VOYAGER,0.043164120816241006,ism_transition,2.66021152312663e-05,0.0,0.0,1.0,2.513274115663407,-0.8090169901379399,0.037145517702390884
2012-10-11,0.1503613565590738,3.240966644313814,107.49297261393744,7602.737754459871,94.53570613734885,0.86131711084187,72.49610156097351,SYNTHETIC_VOYAGER,0.027243279053605105,ism_transition,2.642074491543596e-05,0.0,0.0,1.0,1.256637142239974,0.30901691752572175,0.023465102404309983
2012-10-12,0.15274981156206738,2.986147277041109,103.11874475645693,6968.986143273393,94.55167693360711,0.8620680033965104,68.00832179974306,SYNTHETIC_VOYAGER,0.0026739812037632027,ism_transition,2.529559232749363e-05,0.0,0.0,1.0,4.9607251639827155e-08,0.9999999999999988,0.0023051536374479415
2012-10-13,0.13476334106135968,2.9390867043568267,101.29375650106039,6673.836891517917,94.56764772986539,0.8628173498166702,63.75068148982288,SYNTHETIC_VOYAGER,0.16532237089479357,ism_transition,2.4754140241613028e-05,0.0,0.0,1.0,5.0265482641541155,0.3090170118843223,0.1426430099208544
2012-10-14,0.1378925838235849,3.0732848395581165,100.17938998454306,6969.838971694025,94.58361852612366,0.8635651449340652,60.687904237135115,SYNTHETIC_VOYAGER,0.1357454032231435,ism_transition,2.5297140051915705e-05,0.0,0.0,1.0,3.7699112907306827,-0.8090169318211137,0.11722499880852703
2012-10-15,0.1580552930745147,3.2234297491375337,107.68198772037218,7189.423796308309,94.59958932238193,0.8643113835878014,72.98237999538883,SYNTHETIC_VOYAGER,0.05059604325899302,ism_transition,2.5692543192703725e-05,0.0,0.0,1.0,2.5132741980979603,-0.8090170385917524,0.04373073615324851
2012-10-16,0.17240488662146336,3.513222230362763,108.95748116751486,7269.251723151108,94.6155601186402,0.8650560606244337,71.09599451454932,SYNTHETIC_VOYAGER,0.18036527362126734,ism_transition,2.583478828939742e-05,0.0,0.0,1.0,1.2566372246745274,0.3090168391257994,0.15602607307226163
2012-10-17,0.15680741429597228,3.059584893245923,100.45355595117272,7212.138236831362,94.63153091489848,0.8657991708980252,68.48253944296735,SYNTHETIC_VOYAGER,0.03693012806794988,ism_transition,2.5733098008639394e-05,0.0,0.0,1.0,1.2832515494665131e-08,0.9999999999999999,0.031974074262388893
2012-10-18,0.12170351432963221,2.7862202814377466,99.12016391991807,6486.250639777448,94.64750171115674,0.8665407092702048,61.39458822564043,SYNTHETIC_VOYAGER,0.28167103578152164,ism_transition,2.4403769604667426e-05,0.0,0.0,1.0,5.026548346588669,0.30901709028423996,0.244079419126993
2012-10-19,0.1404631976642718,3.0563433440774963,100.19436659568274,7362.273307416977,94.66347250741501,0.8672806706102295,60.601249701649174,SYNTHETIC_VOYAGER,0.10370234245082159,ism_transition,2.599956134057951e-05,0.0,0.0,1.0,3.769911373165236,-0.809016883367289,0.08993903710460022
2012-10-20,0.14741455072419096,3.4011742335689052,108.4228204623474,7366.809969482517,94.67944330367328,0.8680190497950391,67.19558296968626,SYNTHETIC_VOYAGER,0.03465537115404685,ism_transition,2.6007570623434355e-05,0.0,0.0,1.0,2.513274161323224,-0.8090170169761065,0.030081522339430154
2012-10-21,0.17134940742325397,3.507872617858608,112.1366405258195,7595.2322101598165,94.69541409993155,0.8687558417093176,70.77113133101562,SYNTHETIC_VOYAGER,0.18532105664874177,ism_transition,2.640770020419336e-05,0.0,0.0,1.0,1.2566371878997913,0.30901687410065354,0.1609987505553378
2012-10-22,0.16018145634791456,3.2988144744940837,104.48823683625288,6647.764859028008,94.71138489618983,0.8694910412455514,69.03020563817957,SYNTHETIC_VOYAGER,0.08548366195166039,ism_transition,2.4705740624215146e-05,0.0,0.0,1.0,6.283185283237366,0.9999999999999997,0.07432727823983191
2012-10-23,0.12951147249860526,2.8761879678337907,98.8884490041996,6733.712135286755,94.7273556924481,0.8702246433040882,61.75324415881656,SYNTHETIC_VOYAGER,0.1982776637261041,ism_transition,2.486493487772358e-05,0.0,0.0,1.0,5.026548309813933,0.30901705530938844,0.17254610919121688
2012-10-24,0.14119118072095632,2.926479939488786,99.22431506667037,6779.976613405927,94.74332648870637,0.8709566427931953,65.69928453657873,SYNTHETIC_VOYAGER,0.08848032128641369,ism_transition,2.4950206868636777e-05,0.0,0.0,1.0,3.7699113363905,-0.8090169049829417,0.07706252358087816
2012-10-25,0.16583860076627255,3.414154212884579,110.86965498983086,7133.009015080235,94.75929728496463,0.8716870346291181,64.00679023450468,SYNTHETIC_VOYAGER,0.13824974607449225,ism_transition,2.5591541091472168e-05,0.0,0.0,1.0,2.513274124548488,-0.8090169953604596,0.12051051119390271
2012-10-26,0.18010829934638484,3.523124295688495,108.3976877624748,7471.118403104193,94.7752680812229,0.8724158137361411,73.03785141932549,SYNTHETIC_VOYAGER,0.27224819983323056,ism_transition,2.619104715705768e-05,0.0,0.0,1.0,1.2566371511250551,0.3090169090755072,0.2375136347957074
2012-10-27,0.16245785471841132,3.0937431917211966,103.21223768184949,7649.33095277069,94.79123887748118,0.8731429750466423,65.4512168442824,SYNTHETIC_VOYAGER,0.10756137111495351,ism_transition,2.6501580709359847e-05,0.0,0.0,1.0,5.8492332755122334e-08,0.9999999999999983,0.09391645557540648
2012-10-28,0.13778556325728492,2.953972020636424,98.13639316600786,6476.969058595131,94.80720967373945,0.8738685135011547,63.335496361677166,SYNTHETIC_VOYAGER,0.12489424060765736,ism_transition,2.438630291477267e-05,0.0,0.0,1.0,5.026548273039197,0.30901702033453654,0.10914114438466908
2012-10-29,0.16491181368990612,3.157997460147912,98.58502980465053,6613.752637274169,94.82318046999772,0.8745924240484239,66.1498732968147,SYNTHETIC_VOYAGER,0.11869464071117138,ism_transition,2.4642458098715105e-05,0.0,0.0,1.0,3.7699112996157638,-0.8090169265985931,0.10380943354114011
2012-10-30,0.15255508013977245,3.4295576688065603,107.75334482278335,7504.077226988164,94.83915126625598,0.8753147016454657,68.70410569565645,SYNTHETIC_VOYAGER,0.009598020109372414,ism_transition,2.6248754459242212e-05,0.0,0.0,1.0,2.5132742069830414,-0.8090170438142714,0.008401288108422495
2012-10-31,0.17078783134613773,3.3032069414299357,109.99967351455263,7635.786444310493,94.85512206251425,0.8760353412576273,64.77890524799025,SYNTHETIC_VOYAGER,0.17567595574732403,ism_transition,2.6478107419744e-05,0.0,0.0,1.0,1.256637114350319,0.30901694405036045,0.15389834584386683
2012-11-01,0.15667092979329786,3.3404043172579096,105.27451766190961,7184.472210612131,94.87109285877253,0.8767543378586415,66.34197439010825,SYNTHETIC_VOYAGER,0.04027317501323718,ism_transition,2.5683694031391197e-05,0.0,0.0,1.0,2.171759660996031e-08,0.9999999999999998,0.035309680892195945
2012-11-02,0.15749597998702414,2.9959125045304753,99.79841940963509,6206.415874328621,94.8870636550308,0.8774716864306876,60.17391364448253,SYNTHETIC_VOYAGER,0.0370978188530616,ism_transition,2.3871542876814516e-05,0.0,0.0,1.0,5.02654835547375,0.309017098734454,0.032552285671896115
2012-11-03,0.1504893015356466,3.021202084391765,101.17311106524487,7034.874714608967,94.90303445128907,0.8781873819644487,63.50369845410803,SYNTHETIC_VOYAGER,0.029868818685246414,ism_transition,2.541489013281582e-05,0.0,0.0,1.0,3.769911382050317,-0.809016878144768,0.026230419683567353
2012-11-04,0.17967657503643317,3.5507983996219514,107.03341551861735,7424.2072278596215,94.91900524754735,0.8789014194591699,67.18773080928332,SYNTHETIC_VOYAGER,0.23582642086664912,ism_transition,2.610869084209526e-05,0.0,0.0,1.0,2.5132741702083052,-0.8090170221986258,0.20726817604567352
2012-11-05,0.17616614376914885,3.688156421114652,108.67747580591394,7833.241819126091,94.93497604380562,0.8796137939227164,74.469027430418,SYNTHETIC_VOYAGER,0.20495217361668547,ism_transition,2.6818273765179447e-05,0.0,0.0,1.0,1.2566371967848724,0.30901686565043884,0.18027875900767998
2012-11-06,0.14145191497077148,3.3022343797352343,104.44115925380193,6869.729267092641,94.95094684006388,0.880324500371631,69.16513349259954,SYNTHETIC_VOYAGER,0.1048027137803457,ism_transition,2.511480809008342e-05,0.0,0.0,1.0,6.283185292122447,0.9999999999999999,0.09226039664627388
2012-11-07,0.14086161904923641,3.0599420078793154,103.42238683107271,6557.516656806545,94.96691763632215,0.8810335338311939,64.43299561966647,SYNTHETIC_VOYAGER,0.11829426148420845,ism_transition,2.4537468445436266e-05,0.0,0.0,1.0,5.026548318699014,0.3090170637596026,0.10422121122738345
2012-11-08,0.13758159441194037,3.1032394843384754,98.62576711068316,6715.099769578127,94.98288843258042,0.8817408893354775,60.69454224821188,SYNTHETIC_VOYAGER,0.14801262552288186,ism_transition,2.483054704729342e-05,0.0,0.0,1.0,3.769911345275581,-0.8090168997604209,0.13050878406142483
2012-11-09,0.18497146741582274,3.5280646481019344,107.36268356872247,7216.763438035348,94.9988592288387,0.8824465619274059,71.7288836054449,SYNTHETIC_VOYAGER,0.2812100459412424,ism_transition,2.5741348105619152e-05,0.0,0.0,1.0,2.513274133433569,-0.8090170005829792,0.2481528382202972
2012-11-10,0.17447128701598702,3.623746863846739,107.62574515023611,7590.780456851341,95.01483002509697,0.8831505466588131,77.04666105867503,SYNTHETIC_VOYAGER,0.17692977156300665,ism_transition,2.639995996697358e-05,0.0,0.0,1.0,1.2566371600101363,0.30901690062529263,0.15625562447608826
2012-11-11,0.15045583423056316,3.4822783375718274,103.95967046001961,7141.28404091425,95.03080082135524,0.8838528385904992,69.73599330205975,SYNTHETIC_VOYAGER,0.04391226715573408,ism_transition,2.560638120171641e-05,0.0,0.0,1.0,6.2831852553477106,0.9999999999999987,0.038811981974539916
2012-11-12,0.15462910063275273,2.8900644472233115,97.8701890134168,6718.858316830368,95.0467716176135,0.8845534327922886,62.39753426399364,SYNTHETIC_VOYAGER,0.011521889221323033,ism_transition,2.48374950996019e-05,0.0,0.0,1.0,5.026548281924278,0.30901702878475074,0.010191726662973757
2012-11-13,0.1410534411190711,3.0234520734455272,103.7658101018618,6769.986035404129,95.06274241387177,0.8852523243430893,58.97242143223773,SYNTHETIC_VOYAGER,0.1377321034957499,ism_transition,2.4931817507128563e-05,0.0,0.0,1.0,3.769911308500845,-0.8090169213760727,0.12192766475627555
2012-11-14,0.1649710232171973,3.5450827157788325,108.07163051269842,7541.083525158073,95.07871321013005,0.8859495083309467,72.20548241908715,SYNTHETIC_VOYAGER,0.08078583773654613,ism_transition,2.6313397624128505e-05,0.0,0.0,1.0,2.5132742158681225,-0.8090170490367905,0.07157217322279667
2012-11-15,0.18183839900859897,3.674451424029381,111.05158233453896,7325.345284421745,95.09468400638832,0.8866449798531036,70.12601381770534,SYNTHETIC_VOYAGER,0.2334899520138188,ism_transition,2.5934274483409766e-05,0.0,0.0,1.0,1.2566371232354,0.309016935600146,0.20702269379919452
2012-11-16,0.17813403920369153,3.4535577181017776,103.46400898572975,6889.813586006597,95.1106548026466,0.887338734016057,67.47169045058777,SYNTHETIC_VOYAGER,0.1927583947135526,ism_transition,2.5151494082924778e-05,0.0,0.0,1.0,3.060267772525549e-08,0.9999999999999996,0.17104198993609118
2012-11-17,0.14938595775782784,3.1024356392194474,98.49011781284453,6795.641933281395,95.12662559890487,0.8880307659356145,66.619721922731,SYNTHETIC_VOYAGER,0.08096106237639263,ism_transition,2.4979014303026183e-05,0.0,0.0,1.0,5.026548364358831,0.30901710718466796,0.071895914233069
2012-11-18,0.14193495596532812,3.254950119990872,102.92789040561006,6845.892798422239,95.14259639516312,0.8887210707369521,61.33718004346316,SYNTHETIC_VOYAGER,0.15015064999351066,ism_transition,2.5071198763520783e-05,0.0,0.0,1.0,3.7699113909353983,-0.8090168729222469,0.1334420464340821
2012-11-19,0.190121920744936,3.582602917589988,105.14688794230409,7997.725080007655,95.1585671914214,0.8894096435546723,71.01627427943662,SYNTHETIC_VOYAGER,0.28125112598816576,ism_transition,2.7098377501877038e-05,0.0,0.0,1.0,2.5132741790933864,-0.8090170274211451,0.25014746371448476
2012-11-20,0.17071214705520266,3.6696891965850695,111.94389891805791,7657.941004239487,95.17453798767967,0.890096479532859,78.85928135671818,SYNTHETIC_VOYAGER,0.10238796499124649,ism_transition,2.6516491542859653e-05,0.0,0.0,1.0,1.2566372056699535,0.3090168572002242,0.0911351671852421
2012-11-21,0.15777524313731056,3.468341203049627,105.11264467731999,7377.457158207247,95.19050878393794,0.8907815738251351,66.28776199187851,SYNTHETIC_VOYAGER,0.016217686526158792,ism_transition,2.6026358099496367e-05,0.0,0.0,1.0,6.283185301007528,1.0,0.014446416327574417
2012-11-22,0.16389154832120767,3.150192119255865,95.6367508152292,6733.269169825109,95.20647958019622,0.8914649215947202,66.37206704624045,SYNTHETIC_VOYAGER,0.029634369680972366,ism_transition,2.4864117016172567e-05,0.0,0.0,1.0,5.026548327584095,0.3090170722098166,0.026418001044156984
2012-11-23,0.1478245406909329,3.1878810634026973,100.12081941232077,6725.563318887786,95.22245037645449,0.8921465180144866,56.455471442767106,SYNTHETIC_VOYAGER,0.12062685752552417,ism_transition,2.4849885145693692e-05,0.0,0.0,1.0,3.769911354160662,-0.8090168945379,0.10761683092042597
2012-11-24,0.18379255767066205,3.5843995134892386,107.9165361016244,7993.486446054236,95.23842117271275,0.8928263582670155,70.08209353441173,SYNTHETIC_VOYAGER,0.20566447459879036,ism_transition,2.7091195751802184e-05,0.0,0.0,1.0,2.51327414231865,-0.8090170058054987,0.18362266388093712
2012-11-25,0.18515302014439308,3.8930549495431195,105.61778610186181,7601.502108544907,95.25439196897102,0.8935044375446561,74.36618418065176,SYNTHETIC_VOYAGER,0.2166637325660382,ism_transition,2.6418597793361338e-05,0.0,0.0,1.0,1.2566371688952174,0.30901689217507805,0.19359000650274374
2012-11-26,0.1554867044115353,3.536204737034731,101.96582337568273,7649.481584077949,95.2703627652293,0.8941807510495784,72.24779767928186,SYNTHETIC_VOYAGER,0.05487040741088782,ism_transition,2.6501841643820585e-05,0.0,0.0,1.0,6.283185264232792,0.9999999999999991,0.04906406210906402
2012-11-27,0.15576422923891026,2.9172728247766098,99.52480593934185,7018.569483051219,95.28633356148757,0.894855293993832,59.373351164498956,SYNTHETIC_VOYAGER,0.057838746324359466,ism_transition,2.53854200937082e-05,0.0,0.0,1.0,5.026548290809359,0.30901703723496493,0.051757308346319364
2012-11-28,0.1566379342320091,3.288815486796895,101.4920960048221,7241.982838698602,95.30230435774584,0.895528061599402,67.28856397932968,SYNTHETIC_VOYAGER,0.04723436527153052,ism_transition,2.5786286201160783e-05,0.0,0.0,1.0,3.769911317385926,-0.8090169161535521,0.04229969957249184
2012-11-29,0.1846643998501115,3.5152153349502147,111.09138038419219,7710.2179991315825,95.31827515400411,0.8961990490982653,69.26634549789897,SYNTHETIC_VOYAGER,0.20144166470692648,ism_transition,2.6606845124987955e-05,0.0,0.0,1.0,2.513274105543914,-0.8090169841898511,0.1805318283591191
2012-11-30,0.19405915444335628,3.6404927804804386,110.51811362385662,8052.8579344582395,95.33424595026237,0.8968682517324458,73.46168907944315,SYNTHETIC_VOYAGER,0.2809541027119631,ism_transition,2.7191619327411605e-05,0.0,0.0,1.0,1.2566371321204812,0.3090169271499315,0.25197881491633634
