lens_id,survey,ra_deg,dec_deg,z_lens,z_source,einstein_radius_arcsec,lens_mass_Msun,velocity_dispersion_km_s,lens_type,reference
HSC-0919,HSC-SSP,49.88718757033698,4.230464890271605,0.2386250104609391,0.3854675396158896,0.7843362574845912,103179003001.575,229.3900169021261,candidate,HSC-SSP-simulated
HSC-0920,HSC-SSP,48.180450074383295,-4.924418720344585,0.40662128118412244,2.0284400369481386,1.2589068982573308,152209070015.02863,219.9142923165468,candidate,HSC-SSP-simulated
HSC-0921,HSC-SSP,47.49998729965553,0.4606102427571983,0.0620734301982767,0.7582935983996534,0.489911998961752,64584021323.9485,229.63257663240122,candidate,HSC-SSP-simulated
HSC-0922,HSC-SSP,43.454556840079015,5.767778634768595,0.14346412992642515,0.24346412992642516,1.1185800909072716,239698521195.4948,292.77172419576624,candidate,HSC-SSP-simulated
HSC-0923,HSC-SSP,52.82114418131685,-4.201646413361381,0.05268960230912441,1.217364331091919,0.888682998366778,73494101550.28004,181.87910246985427,candidate,HSC-SSP-simulated
HSC-0924,HSC-SSP,33.506362817728174,5.8303012849312505,0.1297720925475434,0.7339771687201255,0.8876883103440436,105395057002.95331,217.92641110004263,candidate,HSC-SSP-simulated
HSC-0925,HSC-SSP,49.22130674181665,-1.032887303368934,0.11846852636347469,0.590069762346585,1.1804214887793656,88496161618.15019,173.1703996878179,candidate,HSC-SSP-simulated
HSC-0926,HSC-SSP,46.95216849110081,4.304064659153955,0.30319914023996536,0.9333644573610691,0.849144277455354,205111068537.54202,310.83778147875523,candidate,HSC-SSP-simulated
HSC-0927,HSC-SSP,58.349543566675294,-4.300663792585208,0.0759577456355184,2.3461705048184585,1.2839577888356979,114039689383.73633,188.48753524977818,candidate,HSC-SSP-simulated
HSC-0928,HSC-SSP,59.868126054105176,-2.968043973944612,0.4574851579085898,0.5574851579085898,0.805737831913226,60843979866.809586,173.79685963294673,candidate,HSC-SSP-simulated
HSC-0929,HSC-SSP,43.30799103954561,-3.9467702590391776,0.3323873255984989,1.7065506759572717,1.117065247283533,142908677802.97882,226.21428474254253,candidate,HSC-SSP-simulated
HSC-0930,HSC-SSP,30.090626140684837,-3.0248106023303136,0.47860601969666405,1.9207822137946544,0.8221067330877571,76168815549.31465,192.51053201809833,candidate,HSC-SSP-simulated
HSC-0931,HSC-SSP,54.309098973699975,-4.379542359833431,0.41564076969884006,1.2164107325938216,1.0048491556549373,129635791677.94176,227.1653152500002,candidate,HSC-SSP-simulated
HSC-0932,HSC-SSP,35.10428220531474,-2.2067413447092523,0.05,0.5103365752472074,1.1525116865149003,98456651915.74487,184.85442809802163,candidate,HSC-SSP-simulated
HSC-0933,HSC-SSP,30.012308683175245,1.1541920328285222,0.20671860141021234,1.3788473366308927,1.3486684966179385,257524869415.5801,276.36750446777427,candidate,HSC-SSP-simulated
HSC-0934,HSC-SSP,39.57950640064122,-2.9735711740880295,0.5588602973724873,1.3009489872780002,0.927918950761337,60766471068.72746,161.8478674857699,candidate,HSC-SSP-simulated
HSC-0935,HSC-SSP,46.12250815799421,-5.729948070855762,0.6535284537604479,1.3130836794507652,1.5377078534631563,210924749092.94803,234.23772966927842,candidate,HSC-SSP-simulated
HSC-0936,HSC-SSP,46.24006148103802,-2.11325336903545,0.5129377663011275,1.295030178530236,1.1858763215575432,223095749852.15976,274.3190355602919,candidate,HSC-SSP-simulated
HSC-0937,HSC-SSP,41.94164522036813,0.16360060714381142,0.16526400220487986,2.0348465381177707,0.7309202705682311,174694049986.61862,309.19612976008847,candidate,HSC-SSP-simulated
HSC-0938,HSC-SSP,42.16858170766327,2.1546220388722066,0.27962272304839775,0.7463575579296668,1.2757212073134063,178529625876.1886,236.59592238539437,candidate,HSC-SSP-simulated
HSC-0939,HSC-SSP,44.558421513305944,0.5044001411664247,0.05,0.6544767359518996,0.7405261023555672,55979931902.90689,173.89055472841864,candidate,HSC-SSP-simulated
HSC-0940,HSC-SSP,55.83188809439159,-5.16165695178406,0.10696016240440356,1.3215571512560373,1.3076999521642838,107914767330.20598,181.6838737609287,candidate,HSC-SSP-simulated
HSC-0941,HSC-SSP,56.55045973641776,-3.3416741771715954,0.05,3.0,1.0485711865495653,126744170394.60559,219.88471063145872,candidate,HSC-SSP-simulated
HSC-0942,HSC-SSP,57.217295018312356,2.8837563701274167,0.24775162330931272,0.34775162330931275,1.1321119574953271,84133368373.20181,172.41277633541398,candidate,HSC-SSP-simulated
HSC-0943,HSC-SSP,51.42459439176522,4.33478672712463,0.7904518146860678,0.8904518146860678,0.7043686929368822,115823921305.07886,256.4655908269139,candidate,HSC-SSP-simulated
HSC-0944,HSC-SSP,56.324677251944635,-0.9824208024765273,0.073241738037249,1.9480989050336277,1.0026400114987686,51827283182.66419,143.79265464769924,candidate,HSC-SSP-simulated
HSC-0945,HSC-SSP,55.87004749319195,-2.59846620883105,0.4153859269669182,0.7216053589091802,1.2290334242820322,59322332048.91283,138.94958577118305,candidate,HSC-SSP-simulated
HSC-0946,HSC-SSP,54.26933248841126,3.604370261464144,0.1377518773040418,2.411725841082271,1.6027476907528417,76293775915.14705,137.9882066668265,candidate,HSC-SSP-simulated
HSC-0947,HSC-SSP,37.95104754421642,0.43430735138644927,0.15821364646044436,0.5490094961783784,0.9627516678339236,85978146158.47496,189.0022151343191,candidate,HSC-SSP-simulated
HSC-0948,HSC-SSP,42.3827496083218,-3.266659900586383,0.15287818507597328,0.5541197288192858,0.5314922118878034,51328002120.08916,196.54351703379558,candidate,HSC-SSP-simulated
HSC-0949,HSC-SSP,56.41265708620814,-0.7953155660229481,0.17964100317900553,1.0114461428271002,0.8495214663225938,201880886619.23593,308.3119930149703,candidate,HSC-SSP-simulated
HSC-0950,HSC-SSP,35.32445504973035,-2.973322389232574,0.3603534272882255,0.5531110463202198,0.9963172631780556,77863712901.00125,176.80670168021499,candidate,HSC-SSP-simulated
HSC-0951,HSC-SSP,51.29799220302739,0.40470496405733325,0.17669783564287425,1.2848274000826352,0.7025817719682804,31499306268.351433,133.9158712536522,candidate,HSC-SSP-simulated
HSC-0952,HSC-SSP,32.60818682076763,-3.324599897306957,0.4386679159634304,3.0,0.77471099665993,94249336026.45508,220.59683900906938,candidate,HSC-SSP-simulated
HSC-0953,HSC-SSP,48.17278468076916,5.554445928021716,0.19504625894521171,0.5374854767270436,0.7145335150739343,59337544579.24423,182.25669017140396,candidate,HSC-SSP-simulated
HSC-0954,HSC-SSP,37.879008370982206,0.05305247658255574,0.25435097514731975,2.7285557435686014,0.8307319207027326,145763474515.89975,264.9255852275782,candidate,HSC-SSP-simulated
HSC-0955,HSC-SSP,49.92377217850051,-0.88089718734728,0.8,1.8102948724344405,1.3887992858017966,112118594737.36444,179.70041344702923,candidate,HSC-SSP-simulated
HSC-0956,HSC-SSP,36.60198764354075,-1.3376262239274954,0.33787635502375607,1.6798310384155573,0.6675265092431293,51142555056.994095,175.06000948780812,candidate,HSC-SSP-simulated
HSC-0957,HSC-SSP,35.282678638315616,2.9199949627878805,0.19615296508097582,0.6419523479731933,0.9448734372395102,219154250272.7954,304.5917418762292,candidate,HSC-SSP-simulated
HSC-0958,HSC-SSP,42.56276971447965,-0.8178756922556438,0.6844997279134996,2.355442724812855,2.88266887076121,386338122461.69135,231.53486591672174,candidate,HSC-SSP-simulated
HSC-0959,HSC-SSP,35.89447957208756,-2.9828381737504386,0.12018665569997745,0.569717277634011,0.7134117824099266,71366786917.75157,200.0358928457249,candidate,HSC-SSP-simulated
HSC-0960,HSC-SSP,50.14104026690387,0.27789779781169965,0.24869468078824752,1.3855318389876339,0.8694829245822867,92843864804.63431,206.66934933602315,candidate,HSC-SSP-simulated
HSC-0961,HSC-SSP,35.1045792343355,-2.943353994509413,0.10420807170798059,2.1355010215311023,0.8138643069564506,157437742453.752,278.1688027581775,candidate,HSC-SSP-simulated
HSC-0962,HSC-SSP,34.29244186251942,4.294670222954879,0.5193405100180489,0.7676897938752303,1.6909284936228521,201681591082.4829,218.4240743335948,candidate,HSC-SSP-simulated
HSC-0963,HSC-SSP,32.63318742370322,2.0181679434948627,0.34341897704249197,0.7942469732001036,1.006347887331717,67210965275.04281,163.4466382248706,candidate,HSC-SSP-simulated
HSC-0964,HSC-SSP,33.79635933589132,-0.2805545242735157,0.12704100618428202,1.6413133750462432,1.301723547225203,193796861220.12076,244.03042966736737,candidate,HSC-SSP-simulated
HSC-0965,HSC-SSP,42.44542819681637,3.2143310775102627,0.17568958183193464,0.41971269864019106,1.4769751986153514,265235866144.63483,268.0152584043334,candidate,HSC-SSP-simulated
HSC-0966,HSC-SSP,47.58547062265024,-1.7130963819583656,0.05,1.6078929292573119,0.8955337605476275,145724870464.13464,255.12666569669278,candidate,HSC-SSP-simulated
HSC-0967,HSC-SSP,49.50890922220523,-2.051931244053206,0.06008654339796396,0.5321216008133092,1.028764194036755,247646316662.7373,310.3044558918481,candidate,HSC-SSP-simulated
HSC-0968,HSC-SSP,58.30695651470931,-5.497435273934694,0.2692900460899218,2.0512417626027117,1.0721097020112453,143645378569.33713,231.50278057727505,candidate,HSC-SSP-simulated
HSC-0969,HSC-SSP,49.71592984920187,-0.7316490722346245,0.27468068201410856,1.0708636873597817,1.2813586947064668,142143407583.2941,210.64831855626397,candidate,HSC-SSP-simulated
HSC-0970,HSC-SSP,33.73035952327232,-3.428738288276885,0.8,3.0,1.4179583364622579,195741511888.50098,234.98477777755457,candidate,HSC-SSP-simulated
HSC-0971,HSC-SSP,48.4687319004938,-5.846922243510834,0.3045207776347501,2.6052116198917368,0.5568380285654302,88889551860.08118,252.69166115311896,candidate,HSC-SSP-simulated
HSC-0972,HSC-SSP,34.01924600249344,2.0581416873724496,0.2072379429365177,0.8743134088594482,0.8174903040442271,118242738084.95728,240.53369866373993,candidate,HSC-SSP-simulated
HSC-0973,HSC-SSP,43.28742294125891,-5.5898929315069505,0.06680523695725335,1.3402967788495708,1.3346960002864812,92429268368.36853,166.43458361645128,candidate,HSC-SSP-simulated
HSC-0974,HSC-SSP,32.98991766230328,-2.730393791602848,0.536562796148473,1.3666041570539118,1.1270787735949497,111861649262.79765,199.24776997811824,candidate,HSC-SSP-simulated
HSC-0975,HSC-SSP,47.357560457788495,-5.098876250336232,0.12010072919919251,1.5051816024493252,0.9322845335733304,145250944261.8883,249.64061174171437,candidate,HSC-SSP-simulated
HSC-0976,HSC-SSP,48.803514511555335,1.6560388225949776,0.6377322146792892,1.6736550190029935,1.0097022910956173,147697602759.7609,241.89118831217863,candidate,HSC-SSP-simulated
HSC-0977,HSC-SSP,36.46919288177548,-4.994350090859271,0.3184891502130244,2.2931853992728897,1.0166976457932568,183941125152.0117,269.01314763608417,candidate,HSC-SSP-simulated
HSC-0978,HSC-SSP,31.14608351272173,1.3825787591629677,0.8,1.8502374811383158,0.7130675391301684,84098332251.90341,217.19926640831642,candidate,HSC-SSP-simulated
HSC-0979,HSC-SSP,36.82265186170588,-3.9441054665475006,0.30226524356974555,2.6607259636989014,1.44365905814037,155915178710.9062,207.8460971960396,candidate,HSC-SSP-simulated
HSC-0980,HSC-SSP,39.401082192910735,-0.45166263302713006,0.4573760229954372,1.8897598435056944,0.8832310192148194,42364056245.70624,138.5133417376902,candidate,HSC-SSP-simulated
HSC-0981,HSC-SSP,54.72283471453123,-5.9361097131472285,0.37394364882263903,0.6264781472048631,0.7075653406015918,98873759136.84244,236.42164952907746,candidate,HSC-SSP-simulated
HSC-0982,HSC-SSP,55.59518935940167,-2.8248346574276404,0.5156877509065082,1.1863996646191097,0.9918183572036557,179692085650.0938,269.202072645224,candidate,HSC-SSP-simulated
HSC-0983,HSC-SSP,52.088396963502646,0.8560743414369254,0.7566515568529849,1.7519559494659487,0.7544647881882421,85894831143.96658,213.3998073572864,candidate,HSC-SSP-simulated
HSC-0984,HSC-SSP,46.62967794250966,-2.0550481398047213,0.12631910904814905,0.3506933577267204,1.4247304515362487,288366594412.8941,284.5352757656065,candidate,HSC-SSP-simulated
HSC-0985,HSC-SSP,46.60283102361204,-5.8633239829373665,0.6296069648905694,1.8781256254254268,0.9541415790453754,49745205812.30622,144.41064270155323,candidate,HSC-SSP-simulated
HSC-0986,HSC-SSP,36.111521798329996,-1.9153819478694105,0.3685651661026654,1.2942430989912554,0.5678837133802876,135087904480.01767,308.4668661700312,candidate,HSC-SSP-simulated
HSC-0987,HSC-SSP,43.08144893917763,1.5604149305092587,0.2906587590316532,1.6401737870663171,0.597614145760004,27998281899.198666,136.89426432242797,candidate,HSC-SSP-simulated
HSC-0988,HSC-SSP,41.00873495450986,-4.993224472453088,0.390220295366492,1.0894478147449806,0.9624991829371863,59386433462.48736,157.09900443668315,candidate,HSC-SSP-simulated
HSC-0989,HSC-SSP,56.146370421243795,-0.18009258507000503,0.46181259646449446,0.5618125964644944,1.1119677451720003,44488386941.87484,126.50486585417939,candidate,HSC-SSP-simulated
HSC-0990,HSC-SSP,51.30629544948795,-1.6332071220560103,0.1111270363474699,2.6657234858375114,0.8962411299551934,133071017549.51909,243.70211557561032,candidate,HSC-SSP-simulated
HSC-0991,HSC-SSP,36.35150335385897,-4.25656788305056,0.4104691286069088,0.971848265748074,0.9867071806999715,152946557147.2977,249.00364470387768,candidate,HSC-SSP-simulated
HSC-0992,HSC-SSP,45.50208134820193,3.8292879141322533,0.2681004660993159,1.0543594056596581,0.946139334561809,80288162690.19145,184.23757405912045,candidate,HSC-SSP-simulated
HSC-0993,HSC-SSP,36.035189013417025,5.069986755630037,0.13822781480622817,0.6750940283979773,1.5006836156421053,70831832134.16524,137.40409084041065,candidate,HSC-SSP-simulated
HSC-0994,HSC-SSP,45.15084138446301,-5.634041425766947,0.20652677425313024,1.2562025347183572,1.1534132588132253,31974648771.474804,105.30292075767392,candidate,HSC-SSP-simulated
HSC-0995,HSC-SSP,52.223396014820175,3.410246150784955,0.31330203237034054,0.6991638216884608,1.219130604812579,42629422069.68876,118.26591636526638,candidate,HSC-SSP-simulated
HSC-0996,HSC-SSP,52.648206004749866,-2.047757709000544,0.18615114204845687,1.2078540806977773,0.9829656305841947,63361378027.00821,160.57322730194497,candidate,HSC-SSP-simulated
HSC-0997,HSC-SSP,32.130737029479796,-0.14548072802328615,0.8,2.5484590388326502,1.0116337018349353,197322611569.98376,279.3230518665162,candidate,HSC-SSP-simulated
HSC-0998,HSC-SSP,53.76009378390588,-2.108236033493033,0.05,0.6433210617840701,0.8046959616777014,73876622565.42973,191.63180971964468,candidate,HSC-SSP-simulated
HSC-0999,HSC-SSP,51.522106662156304,5.31958076694783,0.3946686610222434,0.4946686610222434,1.8898347515355036,550421532685.8851,341.32318373034957,candidate,HSC-SSP-simulated
HSC-1000,HSC-SSP,59.579747165119784,5.253174711818691,0.15442245233344778,0.9360030940178025,1.346296290780252,146035924495.27374,208.30012147267186,candidate,HSC-SSP-simulated
HSC-1001,HSC-SSP,58.85287435036406,-1.0105672551698035,0.457289040280611,1.384056641305245,1.0196989017516638,131448838020.79007,227.076606607485,candidate,HSC-SSP-simulated
HSC-1002,HSC-SSP,38.056714218619234,3.319282077556686,0.734281464150427,0.9871616514950428,1.4139795855798245,80729790566.12173,151.12118099676667,candidate,HSC-SSP-simulated
HSC-1003,HSC-SSP,35.95117619543104,5.539685907783648,0.7448998650190822,1.2518138522384135,1.5944989680020285,76809627905.92601,138.8115823975211,candidate,HSC-SSP-simulated
HSC-1004,HSC-SSP,46.32540347825861,0.5216384397763578,0.05,0.8755834027961911,0.7144585504875157,162866146601.30716,301.9651941684548,candidate,HSC-SSP-simulated
HSC-1005,HSC-SSP,42.05381011000091,4.90777070297837,0.5224764569397586,1.0125477863315104,1.4709591060025777,204675163231.1959,235.9186469757333,candidate,HSC-SSP-simulated
HSC-1006,HSC-SSP,35.16582802277263,-2.7484415055453657,0.3100771932969024,1.6712584836103608,0.8753932639657171,97059651542.5201,210.5948562227474,candidate,HSC-SSP-simulated
HSC-1007,HSC-SSP,35.99618923948331,-3.2176846334058196,0.18773341152427891,0.9474045647757491,1.004518502872846,75382899641.02492,173.25566536433152,candidate,HSC-SSP-simulated
HSC-1008,HSC-SSP,50.28425365804371,2.425166260553894,0.20924295701003945,1.5983337513121703,1.7262156660099253,456553021325.3668,325.2580690486209,candidate,HSC-SSP-simulated
HSC-1009,HSC-SSP,44.290148804830984,5.19415465632359,0.0812831175202636,2.962807749711342,1.003570489420534,171804747097.206,261.6818698401846,candidate,HSC-SSP-simulated
HSC-1010,HSC-SSP,58.25974340651615,-5.228169321676997,0.28422729396301283,1.8186046357895849,1.0238108306160958,177911581868.04285,263.64664337877286,candidate,HSC-SSP-simulated
HSC-1011,HSC-SSP,37.99132924290072,4.793437014646022,0.4693822520673986,1.1652909149433754,0.7287596230816918,85505791128.20976,216.63848464019344,candidate,HSC-SSP-simulated
HSC-1012,HSC-SSP,57.838026037110644,-0.5508408794695612,0.1279546257936131,2.193066724381222,1.8041238797233103,214432129747.15295,218.0427986515829,candidate,HSC-SSP-simulated
HSC-1013,HSC-SSP,40.04205979737837,2.3458615101318046,0.5213701246856722,2.2299919849991294,0.41218842894714747,36387517561.031624,187.91364281739354,candidate,HSC-SSP-simulated
HSC-1014,HSC-SSP,35.98142457031881,-2.308138951723962,0.2744272846005019,0.8655210406859115,0.8068206359944586,153734395311.79926,276.07496059249644,candidate,HSC-SSP-simulated
HSC-1015,HSC-SSP,37.265876760394264,-3.971307010395531,0.171579611925884,1.243443884098252,1.3586486474095922,289249434423.9684,291.81840171218766,candidate,HSC-SSP-simulated
HSC-1016,HSC-SSP,54.32162018835524,-5.462982792885143,0.09679255935522098,0.4468857133954389,1.069485896215389,40236319844.09221,122.67373568205679,candidate,HSC-SSP-simulated
HSC-1017,HSC-SSP,49.91113436778768,-1.4267938366582307,0.10988902771578946,2.0311143240874503,1.2099738630193106,138680952658.04523,214.11663489035732,candidate,HSC-SSP-simulated
HSC-1018,HSC-SSP,51.645353395302706,-4.942481165993307,0.3536363540956688,1.7322478909919479,0.6618672799287739,63771987923.296906,196.31772711744046,candidate,HSC-SSP-simulated
HSC-1019,HSC-SSP,45.36070167326278,0.5861010671216853,0.6292796005611435,1.6286430040807431,1.0946362550732065,116614994837.89073,206.42974699177518,candidate,HSC-SSP-simulated
HSC-1020,HSC-SSP,44.85167836963755,4.158413917480862,0.1704895028321076,0.6735920916068301,1.1315471999534836,94543682749.37906,182.8141957352751,candidate,HSC-SSP-simulated
HSC-1021,HSC-SSP,40.5406780396478,-2.821604906237143,0.36336608136174114,0.7401243093458769,1.5308707700145712,327448649794.9793,292.5043521087876,candidate,HSC-SSP-simulated
HSC-1022,HSC-SSP,51.76168804985498,-3.484068934659595,0.07587544304780117,0.352330859277464,1.7915096859031243,160233715491.66083,189.14608953947814,candidate,HSC-SSP-simulated
HSC-1023,HSC-SSP,54.2902277426422,2.3481319585840676,0.0907504716956599,2.6111320513976826,0.8686596044678999,133685716808.653,248.1119529879133,candidate,HSC-SSP-simulated
HSC-1024,HSC-SSP,59.280417767963826,-2.2727883432560447,0.08003015596983794,1.2554452053015825,1.8070638462589304,257453391420.6604,238.7220612225916,candidate,HSC-SSP-simulated
HSC-1025,HSC-SSP,55.688553841402864,-4.6514043008554875,0.4682763784859745,1.1510078400288757,1.0988221670809997,167030072795.7132,246.58327979692976,candidate,HSC-SSP-simulated
HSC-1026,HSC-SSP,34.87956654569702,4.252151793392585,0.34925399918137995,2.3151682553276687,1.0236782062732794,91434609598.59517,189.01817880417678,candidate,HSC-SSP-simulated
HSC-1027,HSC-SSP,45.154920548799446,0.37596951207810925,0.11522417471050402,1.2197535764410357,1.506302449292859,256155869333.0195,260.8110936278596,candidate,HSC-SSP-simulated
HSC-1028,HSC-SSP,42.28343812881927,4.515767638986105,0.09593289751059807,0.21033990862147148,1.4247502837731336,151451607050.56183,206.20422647819115,candidate,HSC-SSP-simulated
HSC-1029,HSC-SSP,46.474320457243536,5.3893494826589645,0.43407540618150287,0.806602738423486,0.9940422990150076,107108675923.35425,207.60599404606685,candidate,HSC-SSP-simulated
HSC-1030,HSC-SSP,44.65004739013004,-5.729163641118689,0.08840765717408038,1.7782466082680528,0.9066844851989377,59087075438.02212,161.45375530962733,candidate,HSC-SSP-simulated
HSC-1031,HSC-SSP,36.968200943715026,0.41761172303001715,0.25776967743156576,0.4687474583238897,0.8734554039838301,120281146356.36124,234.6974693971581,candidate,HSC-SSP-simulated
HSC-1032,HSC-SSP,44.034072361120174,-5.149539592141517,0.056502980444757864,1.367000515212096,1.0277279007390931,172898918292.48474,259.41020703985936,candidate,HSC-SSP-simulated
HSC-1033,HSC-SSP,47.48995439154947,-1.1801624908274366,0.4324552049505744,0.9908170787395556,0.8716149227977136,129483248599.33723,243.76674627137456,candidate,HSC-SSP-simulated
HSC-1034,HSC-SSP,51.03423394150731,-2.5122843683216267,0.09619681000912476,0.4188838523324067,0.8310771832665836,48382870929.749985,152.60021078164158,candidate,HSC-SSP-simulated
HSC-1035,HSC-SSP,44.27718982419602,-5.46515951144843,0.08395248272098758,0.37302859240428154,0.9076352295811936,92256454751.11092,201.63814996003572,candidate,HSC-SSP-simulated
HSC-1036,HSC-SSP,55.78303748500653,-2.9249409133311293,0.4822238054945358,1.1332549343509926,0.9718028470393326,228257329395.2775,306.5160907428584,candidate,HSC-SSP-simulated
HSC-1037,HSC-SSP,54.395464418533834,5.45565182407762,0.05,1.015936329761298,0.9345893659157308,128785421889.87222,234.77558457951693,candidate,HSC-SSP-simulated
HSC-1038,HSC-SSP,57.54579475385109,3.782162783638668,0.15665142712160696,0.8043387169595554,1.4457915615783827,213526060857.89,243.05390161482177,candidate,HSC-SSP-simulated
HSC-1039,HSC-SSP,56.97750920944694,1.4850406124307938,0.20222241286243106,0.629051393968773,0.7277748777180651,69174839008.8882,194.9869491706662,candidate,HSC-SSP-simulated
HSC-1040,HSC-SSP,49.41210498776621,-0.4287315681079198,0.2168050145290435,2.7341233329211687,1.0372296275820452,115177613255.46762,210.75436405619047,candidate,HSC-SSP-simulated
HSC-1041,HSC-SSP,43.91027417319534,-4.9377322174232585,0.39820223799436266,0.81432384980319,0.8609695192114865,69666402228.68065,179.90689115809593,candidate,HSC-SSP-simulated
HSC-1042,HSC-SSP,50.94646360483418,1.4852662878102345,0.2620168433980812,2.857298432033968,0.9284840133006079,44759466085.40795,138.86257973387427,candidate,HSC-SSP-simulated
HSC-1043,HSC-SSP,48.31181599932161,5.269304379722886,0.10696263114140823,0.893990578696292,0.7888088345843149,87546595095.72942,210.69961528539517,candidate,HSC-SSP-simulated
HSC-1044,HSC-SSP,55.34127501227587,-0.9793999474407418,0.38229094608184316,2.32320830047484,1.2032174690602198,74617073700.85056,157.49872336079756,candidate,HSC-SSP-simulated
HSC-1045,HSC-SSP,40.37848553589609,-1.8243760061374026,0.32911290914620744,0.7718970599726456,0.9109372586907725,108576739443.86464,218.3504848586375,candidate,HSC-SSP-simulated
HSC-1046,HSC-SSP,58.63343084558966,-4.611897316222601,0.162600389393992,1.6215768983040306,1.49891352880212,375236756719.5413,316.4421982010878,candidate,HSC-SSP-simulated
HSC-1047,HSC-SSP,47.60461335220691,3.993348852279535,0.2591188770616742,1.3333611332449,1.777446430214659,342696441233.08777,277.7068118264012,candidate,HSC-SSP-simulated
HSC-1048,HSC-SSP,56.729861239327946,-0.04588888678661718,0.05566025946466611,0.4449013941114641,0.9379318636357411,106368441208.09167,212.98584833213158,candidate,HSC-SSP-simulated
HSC-1049,HSC-SSP,40.11713252507526,2.615244283470833,0.16146979456828428,1.2517695515641714,0.5967104710825022,56349150256.6728,194.35326991107485,candidate,HSC-SSP-simulated
HSC-1050,HSC-SSP,42.19703423716473,-1.7325360089092134,0.3570586510460798,0.6676597035964333,1.008978920358637,53418041441.45039,145.52343233098514,candidate,HSC-SSP-simulated
HSC-1051,HSC-SSP,41.2649586606216,-0.02692123671724378,0.14436028920301425,0.6650516289636699,0.651373947248081,58450727659.099915,189.45661108964325,candidate,HSC-SSP-simulated
HSC-1052,HSC-SSP,31.317138408919117,1.8443843148609504,0.36131439782090213,1.176565554441955,1.5057601793705375,263384337810.0247,264.51302657336004,candidate,HSC-SSP-simulated
HSC-1053,HSC-SSP,37.3881220230952,4.840893070353516,0.5157850806340021,1.6320498972934514,1.0522432674342028,113274868057.61745,207.50984228323404,candidate,HSC-SSP-simulated
HSC-1054,HSC-SSP,32.14509072994906,-1.3241109325426148,0.07020251352448689,0.2447292730332029,0.7292314136038442,50089213655.33713,165.756061186183,candidate,HSC-SSP-simulated
HSC-1055,HSC-SSP,50.86062752195609,-4.731305274826381,0.18599858643894931,0.5638183262368135,0.8259291941962361,97948428224.93593,217.7997227529087,candidate,HSC-SSP-simulated
HSC-1056,HSC-SSP,30.648809773853813,-0.19688342274805137,0.18968764590453296,0.6028443054514262,0.88916630323545,167950926038.87042,274.87149157082905,candidate,HSC-SSP-simulated
HSC-1057,HSC-SSP,45.92251807164427,1.0780127332770668,0.4033345002908855,0.8186698699920407,0.859512317988849,109207096458.2301,225.4391681926983,candidate,HSC-SSP-simulated
HSC-1058,HSC-SSP,46.880662673721886,5.339369049858053,0.054727988046721986,1.8207174463106852,1.159046919232253,90753438389.23164,176.9746374449892,candidate,HSC-SSP-simulated
HSC-1059,HSC-SSP,31.177591592129996,-2.3346692814182197,0.11447004054534457,1.7391317388356249,1.2352839503400392,96004810088.19672,176.3165554038687,candidate,HSC-SSP-simulated
HSC-1060,HSC-SSP,34.79739735072383,-1.2222060777251222,0.6841982354938144,0.7841982354938144,1.0271814383821767,136955306151.70212,230.93823683923853,candidate,HSC-SSP-simulated
HSC-1061,HSC-SSP,43.517474784483525,-2.573699139415925,0.5947484949467826,2.362849742516993,0.8910571284735774,30680202326.752934,117.35627898253824,candidate,HSC-SSP-simulated
HSC-1062,HSC-SSP,55.396523274595886,-0.8771361523643568,0.08396526018744317,1.5102434731451655,0.7773549067894566,120058354215.16614,248.55157321985737,candidate,HSC-SSP-simulated
HSC-1063,HSC-SSP,36.450143048100855,2.5876266066931493,0.39255350529551486,0.7222725343911176,0.8648448631570206,29830344242.196426,117.4600072002926,candidate,HSC-SSP-simulated
HSC-1064,HSC-SSP,46.647295014762264,-3.743506888934571,0.1397815060735999,0.5405890394887837,0.800318077603259,42070559029.200714,145.00661803687416,candidate,HSC-SSP-simulated
HSC-1065,HSC-SSP,38.15582180177747,-3.9635371301370608,0.248830537678718,0.9508780482357156,1.588329743482222,140259231206.39633,187.9426682773567,candidate,HSC-SSP-simulated
HSC-1066,HSC-SSP,58.9853407450361,3.8523833651571717,0.3400407626889381,1.0313281927305873,0.9428689633613847,103847299034.05807,209.89492030340818,candidate,HSC-SSP-simulated
HSC-1067,HSC-SSP,53.48802518219601,2.955058732202465,0.7260602222408457,2.4184582388425584,0.6552910893760628,43755871851.52551,163.42971949324811,candidate,HSC-SSP-simulated
HSC-1068,HSC-SSP,50.63888520356127,3.5094800296711597,0.4642202432565311,0.8962118185284602,0.9140145240586224,76957676064.65901,183.5183177332421,candidate,HSC-SSP-simulated
HSC-1069,HSC-SSP,38.084701504000904,-3.087420158417002,0.4125363407230453,1.4796177795157235,0.6703573151614907,103789970595.73961,248.85966585938638,candidate,HSC-SSP-simulated
HSC-1070,HSC-SSP,52.8267441888372,5.832335138357156,0.07953722365672522,0.5317023012100918,1.4240797209972296,295508936654.66046,288.10324784637385,candidate,HSC-SSP-simulated
HSC-1071,HSC-SSP,43.94549411112156,0.450277202436582,0.1858567806851411,2.58569943575843,0.6508953163275637,145262951386.26492,298.7802279577867,candidate,HSC-SSP-simulated
HSC-1072,HSC-SSP,58.13660928284651,0.508307405907857,0.11729985256045852,0.7160277338556761,1.0005386068600453,102841436820.24538,202.7669357018991,candidate,HSC-SSP-simulated
