ell,Cl,err_Cl,binned
518,1.973793467678873e+21,9.868967338394367e+19,False
519,1.9885388610299182e+21,9.942694305149592e+19,False
520,2.0029446006608303e+21,1.0014723003304152e+20,False
521,2.0169869512872975e+21,1.0084934756436489e+20,False
522,2.0306424510033601e+21,1.0153212255016801e+20,False
523,2.043887968350803e+21,1.0219439841754015e+20,False
524,2.0567007592705622e+21,1.0283503796352811e+20,False
525,2.0690585237411523e+21,1.0345292618705763e+20,False
526,2.0809394619077183e+21,1.0404697309538592e+20,False
527,2.0923223295047434e+21,1.0461611647523717e+20,False
528,2.1031864923757737e+21,1.051593246187887e+20,False
529,2.1135119798947466e+21,1.0567559899473733e+20,False
530,2.123279537095611e+21,1.0616397685478056e+20,False
531,2.1324706753199546e+21,1.0662353376599774e+20,False
532,2.1410677211962524e+21,1.0705338605981263e+20,False
533,2.1490538637691304e+21,1.0745269318845653e+20,False
534,2.1564131996027037e+21,1.0782065998013519e+20,False
535,2.1631307756885293e+21,1.0815653878442648e+20,False
536,2.1691926299960347e+21,1.0845963149980174e+20,False
537,2.1745858295113803e+21,1.0872929147556902e+20,False
538,2.1792985056195751e+21,1.0896492528097876e+20,False
539,2.1833198866942234e+21,1.0916599433471119e+20,False
540,2.1866403277695264e+21,1.0933201638847632e+20,False
541,2.1892513371800074e+21,1.0946256685900038e+20,False
542,2.1911456000648696e+21,1.0955728000324349e+20,False
543,2.192316998645835e+21,1.0961584993229177e+20,False
544,2.1927606291996824e+21,1.0963803145998413e+20,False
545,2.192472815659549e+21,1.0962364078297745e+20,False
546,2.191451119792122e+21,1.095725559896061e+20,False
547,2.1896943479112713e+21,1.0948471739556358e+20,False
548,2.1872025541022513e+21,1.0936012770511258e+20,False
549,2.1839770399443187e+21,1.0919885199721595e+20,False
550,2.1800203507333703e+21,1.0900101753666852e+20,False
551,2.1753362682200109e+21,1.0876681341100055e+20,False
552,2.169929799892109e+21,1.0849648999460546e+20,False
553,2.1638071648444767e+21,1.0819035824222385e+20,False
554,2.1569757762916007e+21,1.0784878881458004e+20,False
555,2.1494442207924503e+21,1.0747221103962253e+20,False
556,2.1412222342690083e+21,1.0706111171345043e+20,False
557,2.1323206749125503e+21,1.0661603374562751e+20,False
558,2.122751493083437e+21,1.0613757465417186e+20,False
559,2.1125276983215312e+21,1.0562638491607656e+20,False
560,2.10166332359502e+21,1.05083166179751e+20,False
561,2.0901733869255417e+21,1.045086693462771e+20,False
562,2.0780738505368663e+21,1.0390369252684333e+20,False
563,2.0653815776831086e+21,1.0326907888415544e+20,False
564,2.0521142873203152e+21,1.0260571436601577e+20,False
565,2.038290506792442e+21,1.0191452533962211e+20,False
566,2.0239295227089865e+21,1.0119647613544933e+20,False
567,2.0090513301970401e+21,1.0045256650985202e+20,False
568,1.993676580715077e+21,9.968382903575387e+19,False
569,1.977826528619503e+21,9.889132643097516e+19,False
570,1.961522976677833e+21,9.807614883389165e+19,False
571,1.9447882207242384e+21,9.723941103621192e+19,False
572,1.927644993654282e+21,9.63822496827141e+19,False
573,1.910116408955749e+21,9.550582044778745e+19,False
574,1.8922259039717855e+21,9.461129519858929e+19,False
575,1.8739971830909357e+21,9.369985915454679e+19,False
576,1.8554541610562258e+21,9.27727080528113e+19,False
577,1.836620906582202e+21,9.18310453291101e+19,False
578,1.8175215864647736e+21,9.08760793232387e+19,False
579,1.798180410363906e+21,8.990902051819531e+19,False
580,1.7786215764337078e+21,8.89310788216854e+19,False
581,1.758869217968236e+21,8.79434608984118e+19,False
582,1.738947351224516e+21,8.694736756122581e+19,False
583,1.7188798245768607e+21,8.594399122884303e+19,False
584,1.698690269148561e+21,8.493451345742805e+19,False
585,1.678402051058611e+21,8.392010255293055e+19,False
586,1.658038225412184e+21,8.29019112706092e+19,False
587,1.6376214921543035e+21,8.188107460771517e+19,False
588,1.617174153896522e+21,8.08587076948261e+19,False
589,1.5967180758165244e+21,7.983590379082623e+19,False
590,1.5762746477204325e+21,7.881373238602162e+19,False
591,1.5558647483473162e+21,7.779323741736582e+19,False
592,1.5355087119849803e+21,7.677543559924901e+19,False
593,1.515226297455672e+21,7.57613148727836e+19,False
594,1.4950366595198508e+21,7.475183297599254e+19,False
595,1.4749583227357723e+21,7.374791613678862e+19,False
596,1.4550091578022908e+21,7.275045789011454e+19,False
597,1.4352063604021513e+21,7.176031802010757e+19,False
598,1.4155664325530126e+21,7.077832162765063e+19,False
599,1.3961051664637588e+21,6.980525832318794e+19,False
600,1.3768376308841487e+21,6.884188154420743e+19,False
601,1.3577781599267541e+21,6.788890799633771e+19,False
602,1.338940344331323e+21,6.694701721656616e+19,False
603,1.320337025133327e+21,6.601685125666635e+19,False
604,1.301980289690476e+21,6.50990144845238e+19,False
605,1.283881470013441e+21,6.419407350067206e+19,False
606,1.2660511433399814e+21,6.330255716699908e+19,False
607,1.2484991348850853e+21,6.242495674425427e+19,False
608,1.231234522693683e+21,6.156172613468416e+19,False
609,1.2142656445169284e+21,6.071328222584642e+19,False
610,1.1976001066280472e+21,5.988000533140236e+19,False
611,1.181244794489247e+21,5.906223972446236e+19,False
612,1.1652058851772659e+21,5.82602942588633e+19,False
613,1.1494888614717151e+21,5.747444307358576e+19,False
614,1.1340985275075195e+21,5.670492637537598e+19,False
615,1.1190390258904214e+21,5.595195129452107e+19,False
616,1.1043138561727035e+21,5.521569280863518e+19,False
617,1.0899258945849886e+21,5.449629472924943e+19,False
618,1.0758774149191767e+21,5.379387074595884e+19,False
619,1.0621701104572577e+21,5.310850552286288e+19,False
620,1.0488051168408902e+21,5.244025584204451e+19,False
621,1.035783035777226e+21,5.17891517888613e+19,False
622,1.0231039594774755e+21,5.115519797387378e+19,False
623,1.0107674957261207e+21,5.053837478630604e+19,False
624,9.987727934804844e+20,4.993863967402422e+19,False
625,9.871185689024806e+20,4.9355928445124035e+19,False
626,9.758031317268631e+20,4.879015658634316e+19,False
627,9.648244118730194e+20,4.8241220593650975e+19,False
628,9.541799862104005e+20,4.7708999310520025e+19,False
629,9.438671053909409e+20,4.719335526954705e+19,False
630,9.338827206652932e+20,4.6694136033264665e+19,False
631,9.24223510603366e+20,4.62111755301683e+19,False
632,9.148859076434666e+20,4.5744295382173336e+19,False
633,9.058661243983038e+20,4.529330621991519e+19,False
634,8.971601796501218e+20,4.4858008982506095e+19,False
635,8.88763923971385e+20,4.4438196198569255e+19,False
636,8.806730649115692e+20,4.403365324557846e+19,False
637,8.728831916948167e+20,4.3644159584740835e+19,False
638,8.653897993773959e+20,4.326948996886979e+19,False
639,8.581883124180614e+20,4.290941562090307e+19,False
640,8.512741076185422e+20,4.256370538092711e+19,False
641,8.446425363954203e+20,4.2232126819771015e+19,False
642,8.382889463486518e+20,4.191444731743259e+19,False
643,8.322087020958359e+20,4.16104351047918e+19,False
644,8.26397205345104e+20,4.13198602672552e+19,False
645,8.208499141831096e+20,4.104249570915548e+19,False
646,8.155623615580927e+20,4.077811807790464e+19,False
647,8.105301729413167e+20,4.052650864706584e+19,False
648,8.057490831533259e+20,4.0287454157666296e+19,False
649,8.012149523444812e+20,4.006074761722406e+19,False
650,7.96923781122023e+20,3.984618905610115e+19,False
651,7.928717248185646e+20,3.9643586240928236e+19,False
652,7.890551068993345e+20,3.945275534496673e+19,False
653,7.854704315077582e+20,3.9273521575387914e+19,False
654,7.821143951510287e+20,3.9105719757551436e+19,False
655,7.789838975291855e+20,3.894919487645928e+19,False
656,7.760760515129104e+20,3.880380257564552e+19,False
657,7.733881922767528e+20,3.866940961383764e+19,False
658,7.709178855958146e+20,3.854589427979073e+19,False
659,7.686629353150716e+20,3.843314676575358e+19,False
660,7.666213900014847e+20,3.833106950007424e+19,False
661,7.647915487898682e+20,3.8239577439493415e+19,False
662,7.63171966434136e+20,3.81585983217068e+19,False
663,7.61761457576068e+20,3.80880728788034e+19,False
664,7.605591002440974e+20,3.802795501220487e+19,False
665,7.595642385948841e+20,3.79782119297442e+19,False
666,7.587764849105531e+20,3.793882424552766e+19,False
667,7.581957208645037e+20,3.790978604322519e+19,False
668,7.578220980686172e+20,3.789110490343086e+19,False
669,7.576560379145363e+20,3.788280189572682e+19,False
670,7.576982307214416e+20,3.788491153607208e+19,False
671,7.579496342024626e+20,3.789748171012313e+19,False
672,7.584114712615038e+20,3.792057356307519e+19,False
673,7.590852271318782e+20,3.795426135659391e+19,False
674,7.599726458677204e+20,3.799863229338602e+19,False
675,7.610757261987069e+20,3.805378630993535e+19,False
676,7.623967167581753e+20,3.811983583790877e+19,False
677,7.639381106942776e+20,3.819690553471388e+19,False
678,7.657026396733814e+20,3.828513198366907e+19,False
679,7.676932672845213e+20,3.8384663364226064e+19,False
680,7.699131818533218e+20,3.849565909266609e+19,False
681,7.723657886734839e+20,3.8618289433674195e+19,False
682,7.750547016636355e+20,3.875273508318178e+19,False
683,7.779837344571164e+20,3.889918672285582e+19,False
684,7.811568909321016e+20,3.905784454660508e+19,False
685,7.845783551893685e+20,3.922891775946843e+19,False
686,7.882524809849952e+20,3.941262404924976e+19,False
687,7.921837806253382e+20,3.960918903126691e+19,False
688,7.963769133317776e+20,3.981884566658888e+19,False
689,8.008366730829605e+20,4.004183365414803e+19,False
690,8.055679759426054e+20,4.027839879713027e+19,False
691,8.105758468813434e+20,4.052879234406717e+19,False
692,8.158654061016015e+20,4.0793270305080074e+19,False
693,8.214418548751515e+20,4.107209274375758e+19,False
694,8.27310460903665e+20,4.136552304518325e+19,False
695,8.334765432134313e+20,4.167382716067157e+19,False
696,8.399454565962985e+20,4.199727282981492e+19,False
697,8.467225756099242e+20,4.233612878049621e+19,False
698,8.538132781514976e+20,4.269066390757488e+19,False
699,8.612229286203015e+20,4.3061146431015076e+19,False
700,8.689568606857445e+20,4.344784303428723e+19,False
701,8.770203596788542e+20,4.385101798394271e+19,False
702,8.854186446266423e+20,4.427093223133212e+19,False
703,8.941568499502637e+20,4.470784249751319e+19,False
704,9.032400068494342e+20,4.516200034247171e+19,False
705,9.126730243972106e+20,4.563365121986053e+19,False
706,9.224606703708796e+20,4.612303351854399e+19,False
707,9.326075518464258e+20,4.6630377592321294e+19,False
708,9.431180955857836e+20,4.715590477928918e+19,False
709,9.539965282478216e+20,4.769982641239108e+19,False
710,9.652468564558184e+20,4.826234282279092e+19,False
711,9.768728467559282e+20,4.8843642337796415e+19,False
712,9.88878005502937e+20,4.944390027514685e+19,False
713,1.0012655587113608e+21,5.006327793556804e+19,False
714,1.014038431911656e+21,5.070192159558281e+19,False
715,1.0271992300530232e+21,5.135996150265116e+19,False
716,1.0407502174959237e+21,5.203751087479619e+19,False
717,1.0546932981390153e+21,5.273466490695077e+19,False
718,1.0690299957267332e+21,5.3451499786336666e+19,False
719,1.0837614343851763e+21,5.418807171925882e+19,False
720,1.0988883194353194e+21,5.494441597176598e+19,False
721,1.1144109185337814e+21,5.572054592668907e+19,False
722,1.1303290431925631e+21,5.651645215962816e+19,False
723,1.1466420307301174e+21,5.733210153650587e+19,False
724,1.1633487267070429e+21,5.816743633535215e+19,False
725,1.1804474679003855e+21,5.902237339501928e+19,False
726,1.197936065871136e+21,5.98968032935568e+19,False
727,1.2158117911799207e+21,6.079058955899604e+19,False
728,1.234071358306137e+21,6.1703567915306844e+19,False
729,1.2527109113258498e+21,6.263554556629249e+19,False
730,1.2717260104036723e+21,6.358630052018362e+19,False
731,1.2911116191535236e+21,6.455558095767618e+19,False
732,1.3108620929226792e+21,6.5543104646133965e+19,False
733,1.3309711680528153e+21,6.654855840264077e+19,False
734,1.3514319521708478e+21,6.75715976085424e+19,False
735,1.3722369155612208e+21,6.861184577806104e+19,False
736,1.3933778836700133e+21,6.966889418350067e+19,False
737,1.414846030789621e+21,7.074230153948106e+19,False
738,1.4366318749710675e+21,7.1831593748553376e+19,False
739,1.4587252742089623e+21,7.293626371044812e+19,False
740,1.4811154239419614e+21,7.405577119709808e+19,False
741,1.503790855909156e+21,7.51895427954578e+19,False
742,1.5267394384001968e+21,7.633697192000984e+19,False
743,1.5499483779341293e+21,7.749741889670647e+19,False
744,1.5734042223988774e+21,7.867021111994388e+19,False
745,1.5970928656800992e+21,7.985464328400496e+19,False
746,1.6209995538046924e+21,8.104997769023462e+19,False
747,1.645108892620651e+21,8.225544463103255e+19,False
748,1.6694048570311854e+21,8.347024285155928e+19,False
749,1.693870801797083e+21,8.469354008985415e+19,False
750,1.7184894739171993e+21,8.592447369585997e+19,False
751,1.7432430265927394e+21,8.716215132963697e+19,False
752,1.7681130347766153e+21,8.840565173883077e+19,False
753,1.793080512304728e+21,8.96540256152364e+19,False
754,1.818125930601396e+21,9.090629653006982e+19,False
755,1.8432292389465466e+21,9.216146194732733e+19,False
756,1.8683698862875138e+21,9.34184943143757e+19,False
757,1.8935268445735383e+21,9.467634222867692e+19,False
758,1.918678633586217e+21,9.593393167931086e+19,False
759,1.9438033472343334e+21,9.719016736171668e+19,False
760,1.9688786812766553e+21,9.844393406383278e+19,False
761,1.9938819624314557e+21,9.96940981215728e+19,False
762,2.0187901788267408e+21,1.0093950894133705e+20,False
763,2.0435800117404343e+21,1.0217900058702171e+20,False
764,2.068227868575103e+21,1.0341139342875515e+20,False
765,2.0927099170072491e+21,1.0463549585036247e+20,False
766,2.1170021202467506e+21,1.0585010601233754e+20,False
767,2.1410802733376893e+21,1.0705401366688447e+20,False
768,2.1649200404276513e+21,1.0824600202138257e+20,False
769,2.1884969929285653e+21,1.0942484964642827e+20,False
770,2.2117866484883406e+21,1.1058933242441703e+20,False
771,2.2347645106889158e+21,1.117382255344458e+20,False
772,2.2574061093829804e+21,1.1287030546914902e+20,False
773,2.2796870415784196e+21,1.1398435207892099e+20,False
774,2.3015830127766583e+21,1.1507915063883293e+20,False
775,2.3230698786684173e+21,1.1615349393342087e+20,False
776,2.344123687088032e+21,1.1720618435440162e+20,False
777,2.3647207201254293e+21,1.1823603600627147e+20,False
778,2.3848375362930653e+21,1.1924187681465328e+20,False
779,2.404451012643697e+21,1.2022255063218487e+20,False
780,2.423538386733725e+21,1.2117691933668626e+20,False
781,2.442077298326055e+21,1.2210386491630276e+20,False
782,2.460045830725968e+21,1.2300229153629841e+20,False
783,2.477422551643396e+21,1.2387112758216983e+20,False
784,2.494186553475218e+21,1.2470932767376089e+20,False
785,2.5103174929018184e+21,1.2551587464509093e+20,False
786,2.5257956296930833e+21,1.2628978148465417e+20,False
787,2.540601864620305e+21,1.2703009323101526e+20,False
788,2.5547177763721634e+21,1.2773588881860818e+20,False
789,2.5681256573749045e+21,1.2840628286874524e+20,False
790,2.5808085484192646e+21,1.2904042742096324e+20,False
791,2.592750271999297e+21,1.2963751359996487e+20,False
792,2.60393546427137e+21,1.301967732135685e+20,False
793,2.614349605544891e+21,1.3071748027724458e+20,False
794,2.623979049220027e+21,1.3119895246100136e+20,False
795,2.63281104909161e+21,1.316405524545805e+20,False
796,2.6408337849427244e+21,1.3204168924713622e+20,False
797,2.6480363863559603e+21,1.3240181931779803e+20,False
798,2.6544089546751376e+21,1.3272044773375689e+20,False
799,2.659942583055334e+21,1.329971291527667e+20,False
800,2.664629374544297e+21,1.3323146872721487e+20,False
801,2.668462458143812e+21,1.334231229071906e+20,False
802,2.671436002805244e+21,1.3357180014026221e+20,False
803,2.6735452293192876e+21,1.3367726146596438e+20,False
804,2.6747864200659316e+21,1.3373932100329659e+20,False
805,2.6751569265967723e+21,1.3375784632983862e+20,False
806,2.6746551750279425e+21,1.3373275875139713e+20,False
807,2.673280669228268e+21,1.3366403346141341e+20,False
808,2.671033991793551e+21,1.3355169958967756e+20,False
809,2.6679168028042687e+21,1.3339584014021344e+20,False
810,2.663931836370339e+21,1.3319659181851697e+20,False
811,2.659082894972997e+21,1.3295414474864984e+20,False
812,2.6533748416200814e+21,1.3266874208100408e+20,False
813,2.646813589837402e+21,1.3234067949187011e+20,False
814,2.639406091524926e+21,1.3197030457624632e+20,False
815,2.6311603227126824e+21,1.3155801613563412e+20,False
816,2.622085267257173e+21,1.3110426336285866e+20,False
817,2.612190898524912e+21,1.3060954492624562e+20,False
818,2.601488159115306e+21,1.300744079557653e+20,False
819,2.5899889386805464e+21,1.2949944693402732e+20,False
820,2.57770604990539e+21,1.2888530249526952e+20,False
821,2.5646532027147055e+21,1.2823266013573528e+20,False
822,2.550844976781394e+21,1.275422488390697e+20,False
823,2.5362967924118053e+21,1.2681483962059027e+20,False
824,2.5210248798899373e+21,1.2605124399449688e+20,False
825,2.5050462473656473e+21,1.2525231236828237e+20,False
826,2.488378647375706e+21,1.2441893236878531e+20,False
827,2.471040542089811e+21,1.2355202710449055e+20,False
828,2.45305106737665e+21,1.226525533688325e+20,False
829,2.434429995787749e+21,1.2172149978938745e+20,False
830,2.415197698559094e+21,1.207598849279547e+20,False
831,2.3953751067325235e+21,1.1976875533662618e+20,False
832,2.374983671500417e+21,1.1874918357502086e+20,False
833,2.3540453238784946e+21,1.1770226619392473e+20,False
834,2.3325824338124087e+21,1.1662912169062044e+20,False
835,2.3106177688243455e+21,1.1553088844121729e+20,False
836,2.288174452306023e+21,1.1440872261530116e+20,False
837,2.2652759215643262e+21,1.1326379607821631e+20,False
838,2.2419458857252802e+21,1.1209729428626401e+20,False
839,2.2182082836012083e+21,1.1091041418006043e+20,False
840,2.194087241624769e+21,1.0970436208123845e+20,False
841,2.1696070319519967e+21,1.0848035159759985e+20,False
842,2.1447920308347048e+21,1.0723960154173525e+20,False
843,2.1196666773604417e+21,1.0598333386802209e+20,False
844,2.0942554326557894e+21,1.0471277163278947e+20,False
845,2.068582739646102e+21,1.0342913698230511e+20,False
846,2.0426729834617928e+21,1.0213364917308965e+20,False
847,2.0165504525781033e+21,1.0082752262890517e+20,False
848,1.9902393007718177e+21,9.951196503859089e+19,False
849,1.9637635099747277e+21,9.818817549873639e+19,False
850,1.9371468540997932e+21,9.685734270498967e+19,False
851,1.9104128639119044e+21,9.552064319559523e+19,False
852,1.8835847930109066e+21,9.417923965054534e+19,False
853,1.856685584990237e+21,9.283427924951186e+19,False
854,1.8297378418299875e+21,9.148689209149938e+19,False
855,1.8027637935786405e+21,9.013818967893203e+19,False
856,1.7757852693730233e+21,8.878926346865117e+19,False
857,1.7488236698412615e+21,8.744118349206308e+19,False
858,1.7218999409287058e+21,8.60949970464353e+19,False
859,1.6950345491819507e+21,8.475172745909754e+19,False
860,1.6682474585211973e+21,8.341237292605987e+19,False
861,1.6415581085263557e+21,8.207790542631779e+19,False
862,1.6149853942574282e+21,8.07492697128714e+19,False
863,1.5885476476249126e+21,7.942738238124563e+19,False
864,1.562262620321213e+21,7.811313101606065e+19,False
865,1.5361474683193587e+21,7.680737341596793e+19,False
866,1.510218737940734e+21,7.55109368970367e+19,False
867,1.4844923534890196e+21,7.422461767445098e+19,False
868,1.458983606443177e+21,7.294918032215885e+19,False
869,1.4337071461980328e+21,7.168535730990164e+19,False
870,1.4086769723369207e+21,7.043384861684603e+19,False
871,1.3839064284168577e+21,6.919532142084289e+19,False
872,1.359408197242953e+21,6.7970409862147645e+19,False
873,1.3351942976050952e+21,6.675971488025476e+19,False
874,1.3112760824465323e+21,6.556380412232662e+19,False
875,1.2876642384306886e+21,6.4383211921534435e+19,False
876,1.2643687868695123e+21,6.321843934347562e+19,False
877,1.241399085973771e+21,6.206995429868856e+19,False
878,1.2187638343830717e+21,6.093819171915359e+19,False
879,1.1964710759309233e+21,5.982355379654617e+19,False
880,1.1745282055979482e+21,5.8726410279897416e+19,False
881,1.1529419766043159e+21,5.76470988302158e+19,False
882,1.1317185085906801e+21,5.658592542953401e+19,False
883,1.1108632968353331e+21,5.554316484176666e+19,False
884,1.0903812224538989e+21,5.451906112269495e+19,False
885,1.0702765635267681e+21,5.351382817633841e+19,False
886,1.0505530070985145e+21,5.252765035492573e+19,False
887,1.0312136619928253e+21,5.156068309964127e+19,False
888,1.0122610723859362e+21,5.061305361929681e+19,False
889,9.936972320812593e+20,4.968486160406297e+19,False
890,9.755235994277494e+20,4.877617997138747e+19,False
891,9.577411128246326e+20,4.788705564123163e+19,False
892,9.403502067553559e+20,4.70175103377678e+19,False
893,9.233508282940456e+20,4.6167541414702285e+19,False
894,9.06742454028359e+20,4.5337122701417955e+19,False
895,8.905241073433528e+20,4.452620536716765e+19,False
896,8.746943760119174e+20,4.373471880059587e+19,False
897,8.592514300383536e+20,4.296257150191768e+19,False
898,8.441930397028752e+20,4.220965198514376e+19,False
899,8.295165937561145e+20,4.147582968780573e+19,False
900,8.152191177141451e+20,4.0760955885707256e+19,False
901,8.012972922060694e+20,4.006486461030347e+19,False
902,7.877474713278507e+20,3.938737356639253e+19,False
903,7.745657009577897e+20,3.8728285047889486e+19,False
904,7.617477369908532e+20,3.808738684954266e+19,False
905,7.492890634509142e+20,3.746445317254571e+19,False
906,7.371849104419165e+20,3.685924552209583e+19,False
907,7.254302719009343e+20,3.627151359504672e+19,False
908,7.14019923118131e+20,3.570099615590655e+19,False
909,7.029484379906711e+20,3.5147421899533558e+19,False
910,6.92210205979712e+20,3.4610510298985603e+19,False
911,6.817994487417054e+20,3.4089972437085274e+19,False
912,6.717102364073255e+20,3.358551182036628e+19,False
913,6.619365034834425e+20,3.3096825174172127e+19,False
914,6.524720643556594e+20,3.2623603217782972e+19,False
915,6.433106283709871e+20,3.2165531418549354e+19,False
916,6.344458144823019e+20,3.1722290724115096e+19,False
917,6.258711654382388e+20,3.129355827191194e+19,False
918,6.17580161504171e+20,3.0879008075208552e+19,False
919,6.095662337018648e+20,3.0478311685093245e+19,False
920,6.018227765573129e+20,3.009113882786565e+19,False
921,5.943431603480818e+20,2.9717158017404092e+19,False
922,5.871207428433234e+20,2.935603714216617e+19,False
923,5.801488805313195e+20,2.9007444026565976e+19,False
924,5.734209393311165e+20,2.867104696655583e+19,False
925,5.669303047864043e+20,2.8346515239320216e+19,False
926,5.606703917413358e+20,2.803351958706679e+19,False
927,5.54634653499454e+20,2.77317326749727e+19,False
928,5.488165904682836e+20,2.7440829523414184e+19,False
929,5.432097582934684e+20,2.7160487914673422e+19,False
930,5.37807775487576e+20,2.68903887743788e+19,False
931,5.32604330559865e+20,2.6630216527993254e+19,False
932,5.275931886543961e+20,2.6379659432719806e+19,False
933,5.2276819770488134e+20,2.6138409885244068e+19,False
934,5.18123294115609e+20,2.590616470578045e+19,False
935,5.1365250797863436e+20,2.568262539893172e+19,False
936,5.0934996783821226e+20,2.5467498391910613e+19,False
937,5.052099050141609e+20,2.5260495250708046e+19,False
938,5.0122665749647635e+20,2.506133287482382e+19,False
939,4.973946734240835e+20,2.4869733671204176e+19,False
940,4.937085141611027e+20,2.4685425708055134e+19,False
941,4.901628569844332e+20,2.450814284922166e+19,False
942,4.8675249739681635e+20,2.433762486984082e+19,False
943,4.834723510798318e+20,2.4173617553991594e+19,False
944,4.8031745550151326e+20,2.4015872775075664e+19,False
945,4.772829711934446e+20,2.386414855967223e+19,False
946,4.7436418271230906e+20,2.3718209135615455e+19,False
947,4.715564993009296e+20,2.357782496504648e+19,False
948,4.6885545526384624e+20,2.344277276319231e+19,False
949,4.662567100724402e+20,2.3312835503622013e+19,False
950,4.6375604821452594e+20,2.3187802410726298e+19,False
951,4.6134937880321196e+20,2.30674689401606e+19,False
952,4.5903273495965794e+20,2.2951636747982897e+19,False
953,4.568022729841556e+20,2.2840113649207783e+19,False
954,4.546542713297181e+20,2.2732713566485905e+19,False
955,4.525851293921002e+20,2.262925646960501e+19,False
956,4.50591366129862e+20,2.25295683064931e+19,False
957,4.486696185277756e+20,2.243348092638878e+19,False
958,4.468166399165174e+20,2.2340831995825873e+19,False
959,4.450292981612262e+20,2.225146490806131e+19,False
960,4.4330457373111543e+20,2.2165228686555775e+19,False
961,4.4163955766193226e+20,2.2081977883096613e+19,False
962,4.400314494226344e+20,2.200157247113172e+19,False
963,4.384775546972312e+20,2.192387773486156e+19,False
964,4.3697528309230364e+20,2.184876415461518e+19,False
965,4.3552214578027076e+20,2.177610728901354e+19,False
966,4.3411575308802707e+20,2.1705787654401356e+19,False
967,4.3275381204012564e+20,2.1637690602006282e+19,False
968,4.31434123865229e+20,2.157170619326145e+19,False
969,4.301545814741046e+20,2.150772907370523e+19,False
970,4.2891316691698975e+20,2.1445658345849487e+19,False
971,4.277079488277098e+20,2.1385397441385492e+19,False
972,4.265370798614946e+20,2.1326853993074733e+19,False
973,4.253987941330033e+20,2.1269939706650165e+19,False
974,4.2429140466064864e+20,2.1214570233032434e+19,False
975,4.232133008228859e+20,2.1160665041144295e+19,False
976,4.2216294583173494e+20,2.110814729158675e+19,False
977,4.211388742283984e+20,2.105694371141992e+19,False
978,4.201396894054592e+20,2.1006984470272963e+19,False
979,4.1916406115976027e+20,2.0958203057988014e+19,False
980,4.182107232797157e+20,2.0910536163985785e+19,False
981,4.172784711704418e+20,2.086392355852209e+19,False
982,4.163661595197716e+20,2.081830797598858e+19,False
983,4.154727000078824e+20,2.077363500039412e+19,False
984,4.1459705906296796e+20,2.07298529531484e+19,False
985,4.137382556650764e+20,2.068691278325382e+19,False
986,4.128953591999706e+20,2.064476795999853e+19,False
987,4.120674873645811e+20,2.0603374368229057e+19,False
988,4.1125380412538336e+20,2.056269020626917e+19,False
989,4.104535177307799e+20,2.0522675886538994e+19,False
990,4.0966587877834575e+20,2.048329393891729e+19,False
991,4.088901783375818e+20,2.0444508916879094e+19,False
992,4.081257461286211e+20,2.0406287306431054e+19,False
993,4.0737194875714136e+20,2.0368597437857067e+19,False
994,4.06628188005572e+20,2.03314094002786e+19,False
995,4.0589389918051205e+20,2.0294694959025603e+19,False
996,4.0516854951613406e+20,2.0258427475806704e+19,False
997,4.0445163663320475e+20,2.0222581831660237e+19,False
998,4.0374268705323155e+20,2.0187134352661578e+19,False
999,4.0304125476712474e+20,2.0152062738356236e+19,False
1000,4.023469198576636e+20,2.011734599288318e+19,False
1001,4.016592871749567e+20,2.0082964358747836e+19,False
1002,4.0097798506400376e+20,2.0048899253200187e+19,False
1003,4.0030266414339175e+20,2.001513320716959e+19,False
1004,3.99632996134083e+20,1.998164980670415e+19,False
1005,3.98968672737211e+20,1.994843363686055e+19,False
1006,3.983094045597269e+20,1.9915470227986346e+19,False
1007,3.9765492008671976e+20,1.988274600433599e+19,False
1008,3.970049646991769e+20,1.9850248234958844e+19,False
1009,3.9635929973593833e+20,1.9817964986796917e+19,False
1010,3.9571770159856314e+20,1.9785885079928156e+19,False
1011,3.950799608978204e+20,1.975399804489102e+19,False
1012,3.9444588164049135e+20,1.9722294082024567e+19,False
1013,3.9381528045517996e+20,1.9690764022759e+19,False
1014,3.93187985855809e+20,1.9659399292790452e+19,False
1015,3.9256383754149954e+20,1.9628191877074977e+19,False
1016,3.919426857315169e+20,1.9597134286575845e+19,False
1017,3.913243905339997e+20,1.9566219526699987e+19,False
1018,3.9070882134717825e+20,1.9535441067358913e+19,False
1019,3.900958562918263e+20,1.9504792814591316e+19,False
1020,3.894853816736873e+20,1.947426908368437e+19,False
1021,3.8887729147466056e+20,1.9443864573733028e+19,False
1022,3.882714868715315e+20,1.9413574343576576e+19,False
1023,3.876678757810797e+20,1.938339378905399e+19,False
1024,3.8706637243040144e+20,1.9353318621520073e+19,False
1025,3.86466896951334e+20,1.93233448475667e+19,False
1026,3.8586937499787585e+20,1.929346874989379e+19,False
1027,3.852737373855502e+20,1.926368686927751e+19,False
1028,3.846799197516664e+20,1.923399598758332e+19,False
1029,3.8408786223548806e+20,1.9204393111774405e+19,False
1030,3.834975091773281e+20,1.9174875458866405e+19,False
1031,3.8290880883564105e+20,1.9145440441782055e+19,False
1032,3.823217131211995e+20,1.9116085656059978e+19,False
1033,3.817361773474893e+20,1.9086808867374465e+19,False
1034,3.811521599964727e+20,1.905760799982364e+19,False
1035,3.805696224989225e+20,1.902848112494613e+19,False
